,Company Name,Job Title,location,Job URL,Date
138,Nordex Energy Brasil,Quality Engineer Trainee (m/f/d),"Lumbier, Chartered Community of Navarre, Spain",https://es.linkedin.com/jobs/view/quality-engineer-trainee-m-f-d-at-nordex-energy-brasil-3883084923?position=9&pageNum=20&refId=BvKAO8jybTplNS2mvoB6Ug%3D%3D&trackingId=z6e28vlmXQ9npztNf6gnZw%3D%3D&trk=public_jobs_jserp-result_search-card,2024-03-23
139,Circana,CPG Intern,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/cpg-intern-at-circana-3941215663?position=10&pageNum=20&refId=BvKAO8jybTplNS2mvoB6Ug%3D%3D&trackingId=woMS6IgFsgCN50blj4LD1Q%3D%3D&trk=public_jobs_jserp-result_search-card,2024-06-03
140,SanLucar Company,BACK OFFICE INTERN,"Puzol, Valencian Community, Spain",https://es.linkedin.com/jobs/view/back-office-intern-at-sanlucar-company-3928338996?position=1&pageNum=22&refId=O5lUdj1nMNJ880xuT0ErXg%3D%3D&trackingId=oS7a%2B76oZ4jIHVrjp0pudA%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-16
141,NTT DATA Europe & Latam,Prácticas de analista,"Alicante, Valencian Community, Spain",https://es.linkedin.com/jobs/view/pr%C3%A1cticas-de-analista-at-ntt-data-europe-latam-3908217519?position=2&pageNum=22&refId=O5lUdj1nMNJ880xuT0ErXg%3D%3D&trackingId=9qKdxScHRhacFweIuuF%2Bow%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-21
142,myGwork - LGBTQ+ Business Community,Sales Strategy Intern,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/sales-strategy-intern-at-mygwork-lgbtq%2B-business-community-3919924177?position=3&pageNum=22&refId=O5lUdj1nMNJ880xuT0ErXg%3D%3D&trackingId=5OWbzOv9uq8KHFdwhGG3mw%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-11
143,Recruiting Erasmus,DIGITAL & OMNICHANNEL BUSINESS PARTNER - MARKETING DIGITAL & DATA INTERN,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/digital-omnichannel-business-partner-marketing-digital-data-intern-at-recruiting-erasmus-3931278447?position=4&pageNum=22&refId=O5lUdj1nMNJ880xuT0ErXg%3D%3D&trackingId=6riAa%2F8pG3Zup5Fgd1%2Buug%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-24
144,Spain Internship,Human Resources Internship in a Toursim Company in Barcelona,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/human-resources-internship-in-a-toursim-company-in-barcelona-at-spain-internship-3918620045?position=5&pageNum=22&refId=O5lUdj1nMNJ880xuT0ErXg%3D%3D&trackingId=OxbHcF9DtWTS6QEYBtJ%2Fyw%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-06
145,Amazon,2024 Business Intern at Amazon Retail,"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/2024-business-intern-at-amazon-retail-at-amazon-3877292423?position=6&pageNum=22&refId=O5lUdj1nMNJ880xuT0ErXg%3D%3D&trackingId=LCkJYFtEwreDIabdEZbqUQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-22
146,Schneider Electric,Business Finance Analyst Intern STP24,"Seville, Andalusia, Spain",https://es.linkedin.com/jobs/view/business-finance-analyst-intern-stp24-at-schneider-electric-3930704160?position=7&pageNum=22&refId=O5lUdj1nMNJ880xuT0ErXg%3D%3D&trackingId=BILMrYn%2BOw9NVzCDRczs%2FQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-20
147,"IPC Systems, Inc.","Environmental, Social and Governance (ESG) Intern","Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/environmental-social-and-governance-esg-intern-at-ipc-systems-inc-3930194634?position=8&pageNum=22&refId=O5lUdj1nMNJ880xuT0ErXg%3D%3D&trackingId=e6Os7d9ypadE%2BQueH7Uy9w%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-20
148,Ennismore,People and Culture Intern,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/people-and-culture-intern-at-ennismore-3938949655?position=9&pageNum=22&refId=O5lUdj1nMNJ880xuT0ErXg%3D%3D&trackingId=uNhTQbCO3ImZ6gOCBhb4kQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-30
149,Radisson Hotel Group,Data and Revenue Project Management Trainee,"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/data-and-revenue-project-management-trainee-at-radisson-hotel-group-3919377359?position=10&pageNum=22&refId=O5lUdj1nMNJ880xuT0ErXg%3D%3D&trackingId=XFB4GqZTDKgwevj%2BlIF87w%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-16
150,Back Market,Full Stack Developer Intern,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/full-stack-developer-intern-at-back-market-3943505352?position=1&pageNum=25&refId=7AYVuc%2Br7o477GTWg%2BoiHg%3D%3D&trackingId=t%2BW7JwKO7c0dzH9fedVELQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-06-06
151,Radisson Hotel Group,Business Solutions Trainee,"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/business-solutions-trainee-at-radisson-hotel-group-3937285543?position=2&pageNum=25&refId=7AYVuc%2Br7o477GTWg%2BoiHg%3D%3D&trackingId=h8CdJJOJYNk%2Bafii5y7d3A%3D%3D&trk=public_jobs_jserp-result_search-card,2024-06-06
152,PayXpert,Account Manager - Internship,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/account-manager-internship-at-payxpert-3913387245?position=3&pageNum=25&refId=7AYVuc%2Br7o477GTWg%2BoiHg%3D%3D&trackingId=LihAMp2OpUr6VcKPWn07XA%3D%3D&trk=public_jobs_jserp-result_search-card,2024-04-29
153,Seedtag,Publisher Account Executive Trainee,"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/publisher-account-executive-trainee-at-seedtag-3884036558?position=4&pageNum=25&refId=7AYVuc%2Br7o477GTWg%2BoiHg%3D%3D&trackingId=nDR8XpSiZfQXFySdgziHTA%3D%3D&trk=public_jobs_jserp-result_search-card,2024-03-11
154,Glovo,Business Operations Intern - HQ,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/business-operations-intern-hq-at-glovo-3926315185?position=5&pageNum=25&refId=7AYVuc%2Br7o477GTWg%2BoiHg%3D%3D&trackingId=ohK%2B1i6EaMD8GDnUahj75g%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-15
155,Henkel,Internship Supply Chain,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/internship-supply-chain-at-henkel-3936923999?position=6&pageNum=25&refId=7AYVuc%2Br7o477GTWg%2BoiHg%3D%3D&trackingId=QliHQj3xaNa2NE8bwPxoKQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-28
156,Amazon,2024 Applied Scientist Internship,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/2024-applied-scientist-internship-at-amazon-3877288101?position=7&pageNum=25&refId=7AYVuc%2Br7o477GTWg%2BoiHg%3D%3D&trackingId=b01ofCMDzweE8gbKCB99Gg%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-22
157,Job&Talent,HQ - Brand Specialist (Intern),"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/hq-brand-specialist-intern-at-job-talent-3934325428?position=8&pageNum=25&refId=7AYVuc%2Br7o477GTWg%2BoiHg%3D%3D&trackingId=aVegh8RHvH8C9Au5kxxMcw%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-03
158,Agència Catalana de Turisme / Catalan Tourist Board,Pràctiques a Màrqueting d'Experiències - Turisme enogastronòmic,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/pr%C3%A0ctiques-a-m%C3%A0rqueting-d-experi%C3%A8ncies-turisme-enogastron%C3%B2mic-at-ag%C3%A8ncia-catalana-de-turisme-catalan-tourist-board-3934852604?position=9&pageNum=25&refId=7AYVuc%2Br7o477GTWg%2BoiHg%3D%3D&trackingId=Ek4VawiKwu8wsdFD2CRYLQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-30
159,EUDE Business School,PROCESO DE SELECCION CERRADO Business Process Trainee (ACCOM),"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/proceso-de-seleccion-cerrado-business-process-trainee-accom-at-eude-business-school-3940370333?position=10&pageNum=25&refId=7AYVuc%2Br7o477GTWg%2BoiHg%3D%3D&trackingId=ao7jSFLENyIdJVMyobGSzQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-06-06
160,Capital Energy,Land Acquisition and Development Internship Box2Bit - Digital Infrastructure,"Pozuelo de Alarcón, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/land-acquisition-and-development-internship-box2bit-digital-infrastructure-at-capital-energy-3921379636?position=1&pageNum=27&refId=369uOTx8HXF5KYOp6HVajQ%3D%3D&trackingId=DWzpZs4PQzVmgdbCi66CQA%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-10
161,Amadeus,Business planning and performance - Trainee,"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/business-planning-and-performance-trainee-at-amadeus-3942175987?position=2&pageNum=27&refId=369uOTx8HXF5KYOp6HVajQ%3D%3D&trackingId=aGzCkzeyn7zmjQ4NHPLPkQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-06-04
162,Zurich Insurance,Cyber Data Management Associate Internship,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/cyber-data-management-associate-internship-at-zurich-insurance-3862286638?position=3&pageNum=27&refId=369uOTx8HXF5KYOp6HVajQ%3D%3D&trackingId=iuW2dUHPzdvv6ZH1hLs9yw%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-22
163,GE Renewable Energy,R&D Operations CoOp/Intern,"Zamudio, Basque Country, Spain",https://es.linkedin.com/jobs/view/r-d-operations-coop-intern-at-ge-renewable-energy-3913862950?position=4&pageNum=27&refId=369uOTx8HXF5KYOp6HVajQ%3D%3D&trackingId=cZb%2BDG9iVcFghDL7hxRycA%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-03
164,Zurich Insurance,Trainee Actuary/Data Scientist,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/trainee-actuary-data-scientist-at-zurich-insurance-3916536368?position=5&pageNum=27&refId=369uOTx8HXF5KYOp6HVajQ%3D%3D&trackingId=SOYc%2BhcU9Bc4YSuPX1Qn9A%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-25
165,bioMérieux,Medical Affairs Apprentice,"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/medical-affairs-apprentice-at-biom%C3%A9rieux-3931784510?position=6&pageNum=27&refId=369uOTx8HXF5KYOp6HVajQ%3D%3D&trackingId=dCrq4XRKy7C7heKhzQ84Ug%3D%3D&trk=public_jobs_jserp-result_search-card,2024-06-04
166,myGwork - LGBTQ+ Business Community,2024 Applied Scientist Internship,"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/2024-applied-scientist-internship-at-mygwork-lgbtq%2B-business-community-3852327793?position=7&pageNum=27&refId=369uOTx8HXF5KYOp6HVajQ%3D%3D&trackingId=HI7CPSN4BMBTJxifGcIK0w%3D%3D&trk=public_jobs_jserp-result_search-card,2024-03-13
167,Spain Internship,Paid 370 €/month SEO and Content Marketing Intern in Barcelona,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/paid-370-%E2%82%AC-month-seo-and-content-marketing-intern-in-barcelona-at-spain-internship-3918614907?position=8&pageNum=27&refId=369uOTx8HXF5KYOp6HVajQ%3D%3D&trackingId=0ELYvNiioYbDU%2BdVV3m0mA%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-06
168,myGwork - LGBTQ+ Business Community,Campus - Internship Programme - Client Management Intern – 2024 (Madrid),"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/campus-internship-programme-client-management-intern-%E2%80%93-2024-madrid-at-mygwork-lgbtq%2B-business-community-3927445369?position=9&pageNum=27&refId=369uOTx8HXF5KYOp6HVajQ%3D%3D&trackingId=PX7621UTs5CpEQkgVn8ZmQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-22
169,Worldpanel by Kantar,Client Executive Trainee,"Sant Cugat del Vallès, Catalonia, Spain",https://es.linkedin.com/jobs/view/client-executive-trainee-at-worldpanel-by-kantar-3917547981?position=10&pageNum=27&refId=369uOTx8HXF5KYOp6HVajQ%3D%3D&trackingId=OwrMecE1Mu4CKBBtJO5OaQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-08
170,Spain Internship,"Marketing internship in an online marketing services agency in Valencia, Spain","Valencia, Valencian Community, Spain",https://es.linkedin.com/jobs/view/marketing-internship-in-an-online-marketing-services-agency-in-valencia-spain-at-spain-internship-3918618373?position=1&pageNum=30&refId=NEwDVUBC5AZalC3%2BUVq57A%3D%3D&trackingId=5K%2Bk5W4IlKIiZ1RO4gyysQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-06
171,TRC,Beca Área Licitaciones Públicas (Madrid),"Community of Madrid, Spain",https://es.linkedin.com/jobs/view/beca-%C3%A1rea-licitaciones-p%C3%BAblicas-madrid-at-trc-3927835034?position=2&pageNum=30&refId=NEwDVUBC5AZalC3%2BUVq57A%3D%3D&trackingId=9KmvjA5V5p9QEVHccUzBHQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-23
172,BTS,Project Enablement Intern,"Bilbao, Basque Country, Spain",https://es.linkedin.com/jobs/view/project-enablement-intern-at-bts-3848332274?position=3&pageNum=30&refId=NEwDVUBC5AZalC3%2BUVq57A%3D%3D&trackingId=8kfgZpCFdMk%2Fd2QcnSc4kw%3D%3D&trk=public_jobs_jserp-result_search-card,2024-03-07
173,Zurich Insurance,Trainee Data Governance,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/trainee-data-governance-at-zurich-insurance-3911488799?position=4&pageNum=30&refId=NEwDVUBC5AZalC3%2BUVq57A%3D%3D&trackingId=gQsCjwuB9yPXXKk7g%2BMwGg%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-22
174,BNP Paribas,Beca en JAVA Developement IDRAS BNP Personal Finance,"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/beca-en-java-developement-idras-bnp-personal-finance-at-bnp-paribas-3880772710?position=5&pageNum=30&refId=NEwDVUBC5AZalC3%2BUVq57A%3D%3D&trackingId=4kDdu9TO%2Bew1DR35q2yl6Q%3D%3D&trk=public_jobs_jserp-result_search-card,2024-04-01
175,Zurich Insurance,GenAI Management Associate Internship,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/genai-management-associate-internship-at-zurich-insurance-3789071378?position=6&pageNum=30&refId=NEwDVUBC5AZalC3%2BUVq57A%3D%3D&trackingId=t5rwiF6hanSrvRBKS05DgQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-22
176,Schneider Electric,Accounting & Internal Control Intern STP24,"San Sebastián de los Reyes, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/accounting-internal-control-intern-stp24-at-schneider-electric-3930707114?position=7&pageNum=30&refId=NEwDVUBC5AZalC3%2BUVq57A%3D%3D&trackingId=U19LE79T%2BrgaUyvpKbNA%2Fw%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-20
177,EUDE Business School,PROCESO DE SELECCION CERRADO Beca MBA / BIG DATA (IMMUNE Technology Institute),"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/proceso-de-seleccion-cerrado-beca-mba-big-data-immune-technology-institute-at-eude-business-school-3940369372?position=8&pageNum=30&refId=NEwDVUBC5AZalC3%2BUVq57A%3D%3D&trackingId=y4%2BXnQk6k0q9M7ui07OWGQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-06-06
178,myGwork - LGBTQ+ Business Community,Campus - Internship Programme - Product Marketing Internship – 2024 (Madrid),"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/campus-internship-programme-product-marketing-internship-%E2%80%93-2024-madrid-at-mygwork-lgbtq%2B-business-community-3927867806?position=9&pageNum=30&refId=NEwDVUBC5AZalC3%2BUVq57A%3D%3D&trackingId=2jcXLTfpT9lsG4ru9Bpnhg%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-23
179,Schneider Electric,Innovation & Learning Trainee STP24,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/innovation-learning-trainee-stp24-at-schneider-electric-3930705124?position=10&pageNum=30&refId=NEwDVUBC5AZalC3%2BUVq57A%3D%3D&trackingId=FUoADZ5tslHAh7C8D2WMtw%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-20
180,myGwork - LGBTQ+ Business Community,Campus - Internship Programme - Junior CEG Assistant – 2024 (Madrid),"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/campus-internship-programme-junior-ceg-assistant-%E2%80%93-2024-madrid-at-mygwork-lgbtq%2B-business-community-3933014960?position=1&pageNum=32&refId=1sUOgHb8yOVE906TQEogRg%3D%3D&trackingId=DNwZDf%2BFom4vdt1MY3HuPQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-25
181,Henkel,Internship Supply Chain,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/internship-supply-chain-at-henkel-3919334405?position=2&pageNum=32&refId=1sUOgHb8yOVE906TQEogRg%3D%3D&trackingId=BAZf76q76eNSgknyVyG2ug%3D%3D&trk=public_jobs_jserp-result_search-card,2024-06-01
182,ORC Middleware Test Company,Back End Developer Intern,"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/back-end-developer-intern-at-orc-middleware-test-company-3785017072?position=3&pageNum=32&refId=1sUOgHb8yOVE906TQEogRg%3D%3D&trackingId=a6qVr0qvETDBRuWeHi%2Fkzw%3D%3D&trk=public_jobs_jserp-result_search-card,2023-11-25
183,Vibrantz Technologies Inc.,Student HR,"Almazora, Valencian Community, Spain",https://es.linkedin.com/jobs/view/student-hr-at-vibrantz-technologies-inc-3828314374?position=4&pageNum=32&refId=1sUOgHb8yOVE906TQEogRg%3D%3D&trackingId=BlG1x8uEmZJrCKTj4Yc9zQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-03
184,myGwork - LGBTQ+ Business Community,eCommerce Supply Trainee,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/ecommerce-supply-trainee-at-mygwork-lgbtq%2B-business-community-3939496718?position=5&pageNum=32&refId=1sUOgHb8yOVE906TQEogRg%3D%3D&trackingId=GNEiaCtQzgcjToMlFXLeQg%3D%3D&trk=public_jobs_jserp-result_search-card,2024-06-05
185,Boston Scientific,Patient Activation Intern,"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/patient-activation-intern-at-boston-scientific-3930614306?position=6&pageNum=32&refId=1sUOgHb8yOVE906TQEogRg%3D%3D&trackingId=zvcdImhNJ9LjEyQsdod8Vw%3D%3D&trk=public_jobs_jserp-result_search-card,2024-06-06
186,Adecco,Sanofi Graduate Program - Business Track (Human Resources),"Riells i Viabrea, Catalonia, Spain",https://es.linkedin.com/jobs/view/sanofi-graduate-program-business-track-human-resources-at-adecco-3922816736?position=7&pageNum=32&refId=1sUOgHb8yOVE906TQEogRg%3D%3D&trackingId=7Rj5NLkfSPcAag9SoiwcYw%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-10
187,myGwork - LGBTQ+ Business Community,Pricing Analyst Intern RM EMEA,"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/pricing-analyst-intern-rm-emea-at-mygwork-lgbtq%2B-business-community-3937237825?position=8&pageNum=32&refId=1sUOgHb8yOVE906TQEogRg%3D%3D&trackingId=jDPiWawjYE6JumARDud8Lw%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-29
188,Radisson Hotel Group,HRIS Trainee,"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/hris-trainee-at-radisson-hotel-group-3919376337?position=9&pageNum=32&refId=1sUOgHb8yOVE906TQEogRg%3D%3D&trackingId=U8OF6zwe4HqPP9JaG%2B1FbQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-10
189,Glovo,Courier Growth Intern (They/She/He) Global HQ -(P803602),"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/courier-growth-intern-they-she-he-global-hq-p803602-at-glovo-3942672662?position=10&pageNum=32&refId=1sUOgHb8yOVE906TQEogRg%3D%3D&trackingId=HVeu6QWtYnPn4pQputoLZA%3D%3D&trk=public_jobs_jserp-result_search-card,2024-06-05
190,Cainiao Network,Cainiao Intern Program-Java Role-Madrid,Greater Madrid Metropolitan Area,https://es.linkedin.com/jobs/view/cainiao-intern-program-java-role-madrid-at-cainiao-network-3904209880?position=1&pageNum=35&refId=m8aGXWd9Kkg6GcNVKgN8Mg%3D%3D&trackingId=iTIqgGP%2BZsOzDhLnPGHxIA%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-21
191,Mercedes-Benz Group Services Madrid,Accountant Trainee with French,"San Sebastián de los Reyes, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/accountant-trainee-with-french-at-mercedes-benz-group-services-madrid-3931399591?position=2&pageNum=35&refId=m8aGXWd9Kkg6GcNVKgN8Mg%3D%3D&trackingId=SdpcIagA1dWuJSup8Htq5Q%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-21
192,Marriott International,IT Trainee - The Barcelona EDITION,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/it-trainee-the-barcelona-edition-at-marriott-international-3925268687?position=3&pageNum=35&refId=m8aGXWd9Kkg6GcNVKgN8Mg%3D%3D&trackingId=bDs7sbRN14StvUfe30BLLQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-06-05
193,Radisson Hotel Group,Contact Center Trainee,"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/contact-center-trainee-at-radisson-hotel-group-3919377573?position=4&pageNum=35&refId=m8aGXWd9Kkg6GcNVKgN8Mg%3D%3D&trackingId=BJ2QNVjvJaMaQq6SnKR6og%3D%3D&trk=public_jobs_jserp-result_search-card,2024-06-06
194,Vonage,Partner Marketing/Alliances Intern,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/partner-marketing-alliances-intern-at-vonage-3852142346?position=5&pageNum=35&refId=m8aGXWd9Kkg6GcNVKgN8Mg%3D%3D&trackingId=ZhZsYRmxpd3v1S5OXRPuPA%3D%3D&trk=public_jobs_jserp-result_search-card,2024-04-26
195,Reckitt,Marketing Trainee Personal Care,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/marketing-trainee-personal-care-at-reckitt-3934204488?position=6&pageNum=35&refId=m8aGXWd9Kkg6GcNVKgN8Mg%3D%3D&trackingId=ooaZ9rATZgkOLoolqRpuyA%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-23
196,Hubert Burda Media,Office Student,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/office-student-at-hubert-burda-media-3927878007?position=7&pageNum=35&refId=m8aGXWd9Kkg6GcNVKgN8Mg%3D%3D&trackingId=HD0nNIFDfe7%2F00cjR4Q3cQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-23
197,MultiPlatform Content,Ejecutivo de cuentas,"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/ejecutivo-de-cuentas-at-multiplatform-content-3940955688?position=8&pageNum=35&refId=m8aGXWd9Kkg6GcNVKgN8Mg%3D%3D&trackingId=nqdtZao%2BQUHr6EpIITAFWw%3D%3D&trk=public_jobs_jserp-result_search-card,2024-06-03
198,Antai Ventures,Product Designer (Intern),"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/product-designer-intern-at-antai-ventures-3933446789?position=9&pageNum=35&refId=m8aGXWd9Kkg6GcNVKgN8Mg%3D%3D&trackingId=QRodg5pAxxFjfCFr7jtQ4Q%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-29
199,Adecco,Sanofi Graduate Program - Bracklet Track (Engineer),"Riells i Viabrea, Catalonia, Spain",https://es.linkedin.com/jobs/view/sanofi-graduate-program-bracklet-track-engineer-at-adecco-3933757719?position=10&pageNum=35&refId=m8aGXWd9Kkg6GcNVKgN8Mg%3D%3D&trackingId=QMBh6ayGxRlTtygd3MDgxg%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-23
200,myGwork - LGBTQ+ Business Community,Sales & Account Management Intern,"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/sales-account-management-intern-at-mygwork-lgbtq%2B-business-community-3852338043?position=1&pageNum=37&refId=9bM8gRFuj%2F0JinfFdwGU6w%3D%3D&trackingId=r2tUvyiWCTF0v7JJ0iWBVg%3D%3D&trk=public_jobs_jserp-result_search-card,2024-03-13
201,Spain Internship,"Customer Support Internship in Sevilla, Spain","Seville, Andalusia, Spain",https://es.linkedin.com/jobs/view/customer-support-internship-in-sevilla-spain-at-spain-internship-3918614891?position=2&pageNum=37&refId=9bM8gRFuj%2F0JinfFdwGU6w%3D%3D&trackingId=sS0mz2pCfTVPr1JnXyLCIg%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-06
202,Ohme,Sales Development Representative Internship (Portuguese speaking),"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/sales-development-representative-internship-portuguese-speaking-at-ohme-3918857941?position=3&pageNum=37&refId=9bM8gRFuj%2F0JinfFdwGU6w%3D%3D&trackingId=enFp65HxaNkyy2K89L3sxA%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-07
203,Mondelēz International,Food Process & Technology Trainee(M/F/D)– 6 months internship - Orbigo (Spain) - May 2024,"Moral de Orbigo, Castilla and Leon, Spain",https://es.linkedin.com/jobs/view/food-process-technology-trainee-m-f-d-%E2%80%93-6-months-internship-orbigo-spain-may-2024-at-mondel%C4%93z-international-3911841726?position=4&pageNum=37&refId=9bM8gRFuj%2F0JinfFdwGU6w%3D%3D&trackingId=5WZWTqdFMrcExpm5YKuRbA%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-22
204,Spain Internship,"Paid 500 €/month - Italian - Operation Assistant Internship in Barcelona, Spain","Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/paid-500-%E2%82%AC-month-italian-operation-assistant-internship-in-barcelona-spain-at-spain-internship-3918617764?position=5&pageNum=37&refId=9bM8gRFuj%2F0JinfFdwGU6w%3D%3D&trackingId=Ucn8bJ3%2Bhjo1UGlMpR4llw%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-06
205,Criteo,Sales Strategy Intern,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/sales-strategy-intern-at-criteo-3924596740?position=6&pageNum=37&refId=9bM8gRFuj%2F0JinfFdwGU6w%3D%3D&trackingId=RAcZzaQTkyZUgxN8VsOkjg%3D%3D&trk=public_jobs_jserp-result_search-card,2024-06-04
206,myGwork - LGBTQ+ Business Community,Circularity Intern Niessen,"Gaztelu, Basque Country, Spain",https://es.linkedin.com/jobs/view/circularity-intern-niessen-at-mygwork-lgbtq%2B-business-community-3913494045?position=7&pageNum=37&refId=9bM8gRFuj%2F0JinfFdwGU6w%3D%3D&trackingId=tE6oVbLkX0BUpHLY7x8DqQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-03
