,Company Name,Job Title,location,Job URL,Date
67,Opinno,Strategy Consultant Internship,"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/strategy-consultant-internship-at-opinno-3936330712?position=8&pageNum=2&refId=cIn8FEclXXJ%2F%2B7IOMEN%2B3g%3D%3D&trackingId=8LrblluT0xF82tAc%2Fj4GUw%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-27
68,Allianz España,Prácticas Profesionales Data Governance,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/pr%C3%A1cticas-profesionales-data-governance-at-allianz-espa%C3%B1a-3864222441?position=9&pageNum=2&refId=cIn8FEclXXJ%2F%2B7IOMEN%2B3g%3D%3D&trackingId=Ae083Ep8%2FYR8ftOL16rqAw%3D%3D&trk=public_jobs_jserp-result_search-card,2024-03-20
69,Ryanair - Europe's Favourite Airline,Aviation Engineer Trainee (Madrid),"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/aviation-engineer-trainee-madrid-at-ryanair-europe-s-favourite-airline-3901133263?position=10&pageNum=2&refId=cIn8FEclXXJ%2F%2B7IOMEN%2B3g%3D%3D&trackingId=mm%2BoHnz5WBPQkx5du0AoaQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-03-22
70,Schneider Electric,Prácticas en Data Science & Analytics SETP24,Greater Barcelona Metropolitan Area,https://es.linkedin.com/jobs/view/pr%C3%A1cticas-en-data-science-analytics-setp24-at-schneider-electric-3921393062?position=1&pageNum=5&refId=WJnL%2BKx2Hq1avLK1VynvgQ%3D%3D&trackingId=cVr4gCywNcWv4vU8a7NP9g%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-10
71,Publicis Media,Digital Business Trainee,"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/digital-business-trainee-at-publicis-media-3924966305?position=2&pageNum=5&refId=WJnL%2BKx2Hq1avLK1VynvgQ%3D%3D&trackingId=qess7r73Qdcgnw59YEddTg%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-14
72,GMV,Internship: Artificial Intelligence for Medical Imaging,"Tres Cantos, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/internship-artificial-intelligence-for-medical-imaging-at-gmv-3930134049?position=3&pageNum=5&refId=WJnL%2BKx2Hq1avLK1VynvgQ%3D%3D&trackingId=VHCbASKqy6%2BpsF2m0Gmcmg%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-20
73,Grupo Planeta,Prácticas Data Engineer,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/pr%C3%A1cticas-data-engineer-at-grupo-planeta-3928023701?position=4&pageNum=5&refId=WJnL%2BKx2Hq1avLK1VynvgQ%3D%3D&trackingId=OukyYUkS1uPNxCKewlht%2FQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-16
74,ENGIE España,Financial Operations Internship,"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/financial-operations-internship-at-engie-espa%C3%B1a-3932905798?position=5&pageNum=5&refId=WJnL%2BKx2Hq1avLK1VynvgQ%3D%3D&trackingId=tAmmUyXa43l4UVjspQ8r8A%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-28
75,Beiersdorf,Supply Chain Graduate/Intern,"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/supply-chain-graduate-intern-at-beiersdorf-3940359213?position=6&pageNum=5&refId=WJnL%2BKx2Hq1avLK1VynvgQ%3D%3D&trackingId=CGF5WgBYxb8Cy7IuusyMlw%3D%3D&trk=public_jobs_jserp-result_search-card,2024-06-06
76,Teads,Graphic Designer - 6 Months Internship,"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/graphic-designer-6-months-internship-at-teads-3916786025?position=7&pageNum=5&refId=WJnL%2BKx2Hq1avLK1VynvgQ%3D%3D&trackingId=R3075JVW4UTA6knJ8GvC%2Fw%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-07
77,Criteo,BI Analyst Intern,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/bi-analyst-intern-at-criteo-3933725160?position=8&pageNum=5&refId=WJnL%2BKx2Hq1avLK1VynvgQ%3D%3D&trackingId=2Yhv4WdnzTWMd5Wvx2AO1g%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-23
78,myGwork - LGBTQ+ Business Community,Business Analyst Intern,"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/business-analyst-intern-at-mygwork-lgbtq%2B-business-community-3852324110?position=9&pageNum=5&refId=WJnL%2BKx2Hq1avLK1VynvgQ%3D%3D&trackingId=7vLPVMVFFZ6i%2FXQ2P3BIxg%3D%3D&trk=public_jobs_jserp-result_search-card,2024-03-13
79,Spain Internship,"Paid 700€/month - English market research internship in Madrid, Spain","Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/paid-700%E2%82%AC-month-english-market-research-internship-in-madrid-spain-at-spain-internship-3918614893?position=10&pageNum=5&refId=WJnL%2BKx2Hq1avLK1VynvgQ%3D%3D&trackingId=Yc6ob%2Bk7uYfXy4S9vC%2BUhQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-06
80,Nordex Energy Brasil,Power BI Intern,"Pamplona, Chartered Community of Navarre, Spain",https://es.linkedin.com/jobs/view/power-bi-intern-at-nordex-energy-brasil-3926361327?position=1&pageNum=7&refId=8l1VXpJg7Pk%2FMnw7fM21rA%3D%3D&trackingId=CKJb%2B8lr2zRzhwKFK6EIbA%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-15
81,Kantox,Bank Operations Intern,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/bank-operations-intern-at-kantox-3925207446?position=2&pageNum=7&refId=8l1VXpJg7Pk%2FMnw7fM21rA%3D%3D&trackingId=P11uAemwElx72e%2BiBIW4iA%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-14
82,NTT DATA Europe & Latam,BECAS TIC - Informática - Telecomunicaciones - Matemáticas,"Castilla and Leon, Spain",https://es.linkedin.com/jobs/view/becas-tic-inform%C3%A1tica-telecomunicaciones-matem%C3%A1ticas-at-ntt-data-europe-latam-3938643835?position=3&pageNum=7&refId=8l1VXpJg7Pk%2FMnw7fM21rA%3D%3D&trackingId=%2Bi6rNAdE0lnOtwT5L7ZbkA%3D%3D&trk=public_jobs_jserp-result_search-card,2024-06-03
83,Universidad de Alcalá,Predoctoral position,"Alcalá de Henares, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/predoctoral-position-at-universidad-de-alcal%C3%A1-3933824681?position=4&pageNum=7&refId=8l1VXpJg7Pk%2FMnw7fM21rA%3D%3D&trackingId=2INLv4p0QpNA725WajLUvw%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-29
84,Nordex Energy Brasil,Master Data Trainee (m/f/d),"Noáin, Chartered Community of Navarre, Spain",https://es.linkedin.com/jobs/view/master-data-trainee-m-f-d-at-nordex-energy-brasil-3916790621?position=5&pageNum=7&refId=8l1VXpJg7Pk%2FMnw7fM21rA%3D%3D&trackingId=UNkmos3axuVCFGIQUNcSGQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-07
85,Into City Prep,Investment Banking Internship - Barcelona,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/investment-banking-internship-barcelona-at-into-city-prep-3939696082?position=6&pageNum=7&refId=8l1VXpJg7Pk%2FMnw7fM21rA%3D%3D&trackingId=h0xJkNZya1Fg%2BoaU%2FkNb4Q%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-31
86,bsport,Sales Operations Specialist - Internship,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/sales-operations-specialist-internship-at-bsport-3935043016?position=7&pageNum=7&refId=8l1VXpJg7Pk%2FMnw7fM21rA%3D%3D&trackingId=xFEmrU4Ay4M7ZOdQzabH3g%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-31
87,Spain Internship,English - Market research internship in Seville,"Seville, Andalusia, Spain",https://es.linkedin.com/jobs/view/english-market-research-internship-in-seville-at-spain-internship-3918617704?position=8&pageNum=7&refId=8l1VXpJg7Pk%2FMnw7fM21rA%3D%3D&trackingId=Lowx4Bie9sxRrfS%2F5oIDBA%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-06
88,Eurofragance SLU,Quality Assurance Trainee,"Sant Cugat del Vallès, Catalonia, Spain",https://es.linkedin.com/jobs/view/quality-assurance-trainee-at-eurofragance-slu-3832064024?position=9&pageNum=7&refId=8l1VXpJg7Pk%2FMnw7fM21rA%3D%3D&trackingId=2xuCINvK1goFJ%2BFaT6A1qQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-02-16
89,Groupe SEB Ibérica,Data Marketing Trainee,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/data-marketing-trainee-at-groupe-seb-ib%C3%A9rica-3939039293?position=10&pageNum=7&refId=8l1VXpJg7Pk%2FMnw7fM21rA%3D%3D&trackingId=ViBjeAtO85Q1WsqvcT1%2Bfg%3D%3D&trk=public_jobs_jserp-result_search-card,2024-06-04
90,Clarity AI,Product Intern,Greater Madrid Metropolitan Area,https://es.linkedin.com/jobs/view/product-intern-at-clarity-ai-3944521485?position=1&pageNum=10&refId=NShH12YO0RA2ttKxtrES0w%3D%3D&trackingId=TuONSiyM%2F1xgIdUcHTqWSw%3D%3D&trk=public_jobs_jserp-result_search-card,2024-06-06
91,Spain Internship,Remote/Office - Global business committee internship in Seville,"Seville, Andalusia, Spain",https://es.linkedin.com/jobs/view/remote-office-global-business-committee-internship-in-seville-at-spain-internship-3918178973?position=2&pageNum=10&refId=NShH12YO0RA2ttKxtrES0w%3D%3D&trackingId=sJ%2FX1uCS7yR2wchZkEcnQQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-06
92,UL Solutions,"Internship, Market Intelligence","Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/internship-market-intelligence-at-ul-solutions-3940388643?position=3&pageNum=10&refId=NShH12YO0RA2ttKxtrES0w%3D%3D&trackingId=scIrBD1krBhVN%2FNb6swsXQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-06-06
93,Celestica,Internship - Program Management,"Valencia, Valencian Community, Spain",https://es.linkedin.com/jobs/view/internship-program-management-at-celestica-3937205152?position=4&pageNum=10&refId=NShH12YO0RA2ttKxtrES0w%3D%3D&trackingId=%2Fhmxf5YDlo2ppJOIVyx2RQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-29
94,EUDE Business School,PROCESO DE SELECCION CERRADO Beca Big Data (TK ELEVATOR),"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/proceso-de-seleccion-cerrado-beca-big-data-tk-elevator-at-eude-business-school-3940366867?position=5&pageNum=10&refId=NShH12YO0RA2ttKxtrES0w%3D%3D&trackingId=UWn%2FaKyq5pmfB8L8vPRXgA%3D%3D&trk=public_jobs_jserp-result_search-card,2024-06-06
95,Nextlane,Contract Analyst (Internship),"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/contract-analyst-internship-at-nextlane-3942122452?position=6&pageNum=10&refId=NShH12YO0RA2ttKxtrES0w%3D%3D&trackingId=KJr5vEmxx9CcakChcwC9Mg%3D%3D&trk=public_jobs_jserp-result_search-card,2024-06-04
96,The Walt Disney Company,Studio PR Intern,"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/studio-pr-intern-at-the-walt-disney-company-3933464240?position=7&pageNum=10&refId=NShH12YO0RA2ttKxtrES0w%3D%3D&trackingId=mEfgXn%2BUT1r4eOQJG9Vz4g%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-29
97,The Cocktail,Beca Finanzas,"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/beca-finanzas-at-the-cocktail-3924231635?position=8&pageNum=10&refId=NShH12YO0RA2ttKxtrES0w%3D%3D&trackingId=y9H6JYL7If7hH10hUGqKgw%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-13
98,Selina,HR Internship Opportunity (Fully remote),"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/hr-internship-opportunity-fully-remote-at-selina-3826676450?position=9&pageNum=10&refId=NShH12YO0RA2ttKxtrES0w%3D%3D&trackingId=1jimIKC%2FaGL%2FxINHWdmQ3w%3D%3D&trk=public_jobs_jserp-result_search-card,2024-02-09
99,Zurich Insurance,Data Engineer Intern,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/data-engineer-intern-at-zurich-insurance-3865249348?position=10&pageNum=10&refId=NShH12YO0RA2ttKxtrES0w%3D%3D&trackingId=WasxK1DXwi3ziYWeskXaGw%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-22
100,NTT DATA Europe & Latam,Prácticas Grado Informática/Telecomunicaciones /Multimedia/Matemáticas/Física,"Valencia, Valencian Community, Spain",https://es.linkedin.com/jobs/view/pr%C3%A1cticas-grado-inform%C3%A1tica-telecomunicaciones-multimedia-matem%C3%A1ticas-f%C3%ADsica-at-ntt-data-europe-latam-3835535863?position=1&pageNum=12&refId=ZwHLWV4lmgIdsvJztx%2B7TQ%3D%3D&trackingId=YH9QsEyjUnGkrZjfqLK8qw%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-29
101,Siemens Gamesa,Business Intelligence & Digitalization Working Student,"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/business-intelligence-digitalization-working-student-at-siemens-gamesa-3918818505?position=2&pageNum=12&refId=ZwHLWV4lmgIdsvJztx%2B7TQ%3D%3D&trackingId=i9H6F7lVs9r8%2FsWoQZTAJQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-28
102,Capgemini,Data Science - NLP (I&D),"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/data-science-nlp-i-d-at-capgemini-3918407652?position=3&pageNum=12&refId=ZwHLWV4lmgIdsvJztx%2B7TQ%3D%3D&trackingId=g7yByf2DFv%2BX75xRIChX0g%3D%3D&trk=public_jobs_jserp-result_search-card,2024-06-03
103,Noveo Group,IT Business Engineer M/F - Internship Madrid,"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/it-business-engineer-m-f-internship-madrid-at-noveo-group-3942976473?position=4&pageNum=12&refId=ZwHLWV4lmgIdsvJztx%2B7TQ%3D%3D&trackingId=8gAmvHPz6PVsNC9jdLFLow%3D%3D&trk=public_jobs_jserp-result_search-card,2024-06-05
104,Schneider Electric,Business Finance Analyst Intern STP24,Greater Sevilla Metropolitan Area,https://es.linkedin.com/jobs/view/business-finance-analyst-intern-stp24-at-schneider-electric-3920336390?position=5&pageNum=12&refId=ZwHLWV4lmgIdsvJztx%2B7TQ%3D%3D&trackingId=oLgTY2brF62xUUI1JnUp7w%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-09
105,Allianz Technology,HR Intern,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/hr-intern-at-allianz-technology-3915929575?position=6&pageNum=12&refId=ZwHLWV4lmgIdsvJztx%2B7TQ%3D%3D&trackingId=wVYfYzRESD8yYEqS%2BXrU4g%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-02
106,Volvo Car España,Internship Human Resources,"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/internship-human-resources-at-volvo-car-espa%C3%B1a-3930151800?position=7&pageNum=12&refId=ZwHLWV4lmgIdsvJztx%2B7TQ%3D%3D&trackingId=3%2BJIJtLEMQ8NBcagSogXxg%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-20
107,BNP Paribas,BECA Financial Analyst BNP Paribas,"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/beca-financial-analyst-bnp-paribas-at-bnp-paribas-3928518486?position=8&pageNum=12&refId=ZwHLWV4lmgIdsvJztx%2B7TQ%3D%3D&trackingId=8Hi7XLPHDKFSAQSDBBdm5Q%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-16
108,KTI Talent Indicator,Marketing Trainee - Madrid,"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/marketing-trainee-madrid-at-kti-talent-indicator-3941156580?position=9&pageNum=12&refId=ZwHLWV4lmgIdsvJztx%2B7TQ%3D%3D&trackingId=nJiz3FufSsljJ7LV3T4GyQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-06-03
109,Amaris Consulting,Junior Social Media Manager - Internship [F/M/X],"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/junior-social-media-manager-internship-f-m-x-at-amaris-consulting-3929256216?position=10&pageNum=12&refId=ZwHLWV4lmgIdsvJztx%2B7TQ%3D%3D&trackingId=qtArikcVgyq8zUW9ZXKvEA%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-17
110,Spain Internship,"Paid 900€ Market research internship in Madrid, Spain","Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/paid-900%E2%82%AC-market-research-internship-in-madrid-spain-at-spain-internship-3918620119?position=1&pageNum=15&refId=hDSaQEScoy%2FnfSZMqIxzdw%3D%3D&trackingId=A6G2VW%2Fr5AEiFN%2BI9QimaQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-06
111,Moyyn,Product Manager – Graduate Training Program (online – part-time),"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/product-manager-%E2%80%93-graduate-training-program-online-%E2%80%93-part-time-at-moyyn-3940728925?position=2&pageNum=15&refId=hDSaQEScoy%2FnfSZMqIxzdw%3D%3D&trackingId=%2FDPcJV3olpWTYjDSb89G%2FA%3D%3D&trk=public_jobs_jserp-result_search-card,2024-06-02
112,BNP Paribas CIB,BECA Financial Analyst | BNP Paribas,"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/beca-financial-analyst-bnp-paribas-at-bnp-paribas-cib-3928525652?position=3&pageNum=15&refId=hDSaQEScoy%2FnfSZMqIxzdw%3D%3D&trackingId=Ks0eQxODKnOtMw5a3%2BXJBw%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-16
113,Spain Internship,"Paid 200€/month Marketing and Administration Internship in Sevilla, Spain","Seville, Andalusia, Spain",https://es.linkedin.com/jobs/view/paid-200%E2%82%AC-month-marketing-and-administration-internship-in-sevilla-spain-at-spain-internship-3918616824?position=4&pageNum=15&refId=hDSaQEScoy%2FnfSZMqIxzdw%3D%3D&trackingId=RoLpO16KFnTec0Ys2MvtNw%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-06
114,PASSNFLY,Operations & research internship,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/operations-research-internship-at-passnfly-3863810105?position=5&pageNum=15&refId=hDSaQEScoy%2FnfSZMqIxzdw%3D%3D&trackingId=ZuFcU9iQTQLyLdmknSVsCw%3D%3D&trk=public_jobs_jserp-result_search-card,2024-04-12
115,Nordex Energy Brasil,QHSE Data Analyst Intern (m/f/d),"Pamplona, Chartered Community of Navarre, Spain",https://es.linkedin.com/jobs/view/qhse-data-analyst-intern-m-f-d-at-nordex-energy-brasil-3884855087?position=6&pageNum=15&refId=hDSaQEScoy%2FnfSZMqIxzdw%3D%3D&trackingId=WBTOghHXUBAPopAvXl9bjw%3D%3D&trk=public_jobs_jserp-result_search-card,2024-04-05
116,Ferrer,Quality Control Trainee - (Analista LIMS) Interquim,"Sant Cugat del Vallès, Catalonia, Spain",https://es.linkedin.com/jobs/view/quality-control-trainee-analista-lims-interquim-at-ferrer-3933223683?position=7&pageNum=15&refId=hDSaQEScoy%2FnfSZMqIxzdw%3D%3D&trackingId=92vEZnKU9IRCHII5S3MRCA%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-28
117,Kantar,Intern/Student Research Planning and Analysis,"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/intern-student-research-planning-and-analysis-at-kantar-3920683152?position=8&pageNum=15&refId=hDSaQEScoy%2FnfSZMqIxzdw%3D%3D&trackingId=6XzcN7gk1TOSp3E%2FFgfkuQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-06-04
118,Moyyn,Product Manager – Graduate Training Program (online – part-time),"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/product-manager-%E2%80%93-graduate-training-program-online-%E2%80%93-part-time-at-moyyn-3940729837?position=9&pageNum=15&refId=hDSaQEScoy%2FnfSZMqIxzdw%3D%3D&trackingId=Jqx2UfQ0xmNPWDzlCqobMQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-06-02
119,fundcraft,Accountant Trainee Girona,"Girona, Catalonia, Spain",https://es.linkedin.com/jobs/view/accountant-trainee-girona-at-fundcraft-3832836481?position=10&pageNum=15&refId=hDSaQEScoy%2FnfSZMqIxzdw%3D%3D&trackingId=K2uWedortNO%2Frdc%2Br%2BKtug%3D%3D&trk=public_jobs_jserp-result_search-card,2024-02-17
120,Skill Farm,Internship - Client Relationship Management,"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/internship-client-relationship-management-at-skill-farm-3936673309?position=1&pageNum=17&refId=c8u1qSaT0maZax8Z93I91w%3D%3D&trackingId=T0bn%2FzZA2QwiVY5C42a0gQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-28
121,Siemens Gamesa,Data Analytics Work Student,"Zamudio, Basque Country, Spain",https://es.linkedin.com/jobs/view/data-analytics-work-student-at-siemens-gamesa-3818193878?position=2&pageNum=17&refId=c8u1qSaT0maZax8Z93I91w%3D%3D&trackingId=OG4Z4rm7N3KJscPTXBY3Eg%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-22
122,UNIT 1,Customer Experience Internship,"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/customer-experience-internship-at-unit-1-3941576918?position=3&pageNum=17&refId=c8u1qSaT0maZax8Z93I91w%3D%3D&trackingId=dWFvyXAUSxmRRcuLVeeIlA%3D%3D&trk=public_jobs_jserp-result_search-card,2024-06-03
123,Siemens Gamesa,Data Analytics Work Student,"Sarriguren, Chartered Community of Navarre, Spain",https://es.linkedin.com/jobs/view/data-analytics-work-student-at-siemens-gamesa-3818193882?position=4&pageNum=17&refId=c8u1qSaT0maZax8Z93I91w%3D%3D&trackingId=4Rx0tmDoduuBfOaezVENLQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-22
124,Carrier,Becario Master Data y Tech Support,"Montilla, Andalusia, Spain",https://es.linkedin.com/jobs/view/becario-master-data-y-tech-support-at-carrier-3921542636?position=5&pageNum=17&refId=c8u1qSaT0maZax8Z93I91w%3D%3D&trackingId=JrXTWrh3TernKJTzJqWyQQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-10
125,IMDEA Software Institute,Doctoral Student,"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/doctoral-student-at-imdea-software-institute-3931423440?position=6&pageNum=17&refId=c8u1qSaT0maZax8Z93I91w%3D%3D&trackingId=xNcEi06qK74Al0DNub7cqw%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-22
126,Radisson Hotel Group,Revenue Generation BI Data Analyst Trainee,"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/revenue-generation-bi-data-analyst-trainee-at-radisson-hotel-group-3919376338?position=7&pageNum=17&refId=c8u1qSaT0maZax8Z93I91w%3D%3D&trackingId=BJriTPkbwvNBqm7GfEVLDw%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-10
127,Nordex Group,QHSE Data Analyst Intern (m/f/d),"Pamplona, Chartered Community of Navarre, Spain",https://es.linkedin.com/jobs/view/qhse-data-analyst-intern-m-f-d-at-nordex-group-3887477083?position=8&pageNum=17&refId=c8u1qSaT0maZax8Z93I91w%3D%3D&trackingId=0A3MTGkrWLCQ9hxvH5EeMQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-04-05
128,Spain Internship,"Paid IT internship position in Mataró, Barcelona","Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/paid-it-internship-position-in-matar%C3%B3-barcelona-at-spain-internship-3918620112?position=9&pageNum=17&refId=c8u1qSaT0maZax8Z93I91w%3D%3D&trackingId=WuvPwMAGFsDw0rXfSjfohw%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-06
129,Digital6,Junior CRM Specialist internship,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/junior-crm-specialist-internship-at-digital6-3940344748?position=10&pageNum=17&refId=c8u1qSaT0maZax8Z93I91w%3D%3D&trackingId=MsM%2B6cio0HczkCHwDkvkrQ%3D%3D&trk=public_jobs_jserp-result_search-card,2024-06-06
130,Spain Internship,Paid 500€/month Community manager internship in Madrid,"Madrid, Community of Madrid, Spain",https://es.linkedin.com/jobs/view/paid-500%E2%82%AC-month-community-manager-internship-in-madrid-at-spain-internship-3918619199?position=1&pageNum=20&refId=BvKAO8jybTplNS2mvoB6Ug%3D%3D&trackingId=xbuRQ9%2Fv77B%2FdTsimfi4%2Fw%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-06
131,Allianz Technology,Employee Engagement Intern,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/employee-engagement-intern-at-allianz-technology-3926355968?position=2&pageNum=20&refId=BvKAO8jybTplNS2mvoB6Ug%3D%3D&trackingId=am7GX8AEgVbkVPeprRLHEw%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-15
132,Market Control,Intern Customer Success & Marketing,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/intern-customer-success-marketing-at-market-control-3899647179?position=3&pageNum=20&refId=BvKAO8jybTplNS2mvoB6Ug%3D%3D&trackingId=8QY0dB3dREpdiztN%2FajI2Q%3D%3D&trk=public_jobs_jserp-result_search-card,2024-04-15
133,Zurich Insurance,Trainee Actuary/Data Scientist,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/trainee-actuary-data-scientist-at-zurich-insurance-3911487921?position=4&pageNum=20&refId=BvKAO8jybTplNS2mvoB6Ug%3D%3D&trackingId=Rv%2BpQ5RqTz4NBSf0MFBdlw%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-22
134,PharmiWeb.jobs: Global Life Science Jobs,Visiting Scientist - Computational,Greater Sevilla Metropolitan Area,https://es.linkedin.com/jobs/view/visiting-scientist-computational-at-pharmiweb-jobs-global-life-science-jobs-3941418425?position=5&pageNum=20&refId=BvKAO8jybTplNS2mvoB6Ug%3D%3D&trackingId=IQr0irlkyoEX9nX2TFtMAw%3D%3D&trk=public_jobs_jserp-result_search-card,2024-06-03
135,Allianz Technology,Finance Intern in the Central Function Controlling Department,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/finance-intern-in-the-central-function-controlling-department-at-allianz-technology-3855717845?position=6&pageNum=20&refId=BvKAO8jybTplNS2mvoB6Ug%3D%3D&trackingId=IncRSwMnZw1NUQWGw31KMw%3D%3D&trk=public_jobs_jserp-result_search-card,2024-03-14
136,New Work SE,Office Student,"Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/office-student-at-new-work-se-3930641623?position=7&pageNum=20&refId=BvKAO8jybTplNS2mvoB6Ug%3D%3D&trackingId=vCR2IPue8NwiulPg65y8Eg%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-21
137,Spain Internship,"Marketing assistant internship in Barcelona, Spain","Barcelona, Catalonia, Spain",https://es.linkedin.com/jobs/view/marketing-assistant-internship-in-barcelona-spain-at-spain-internship-3918613918?position=8&pageNum=20&refId=BvKAO8jybTplNS2mvoB6Ug%3D%3D&trackingId=sTtfN504K4Qm10YoaCQruA%3D%3D&trk=public_jobs_jserp-result_search-card,2024-05-06
